teryt;gmina;powiat;wojewodztwo;numer;mieszkancy;wyborcy;pakiety;siedziba;miejscowosc;ulica;nr_posesji;nr_lokalu;kod_pocztowy;poczta;typ_obwodu;dla_niepelnosprawnych;typ_obszaru;pelna_siedziba;opis_granic
246901;m. Katowice;Katowice;śląskie;49;1960;1579;1;Liceum Ogólnokształcące In Altum;Katowice;ul. Oswobodzenia;47;;40-404;Katowice;stały;Tak;miasto;Liceum Ogólnokształcące In Altum, ul. Oswobodzenia 47, 40-404 Katowice;ul.: Park Bolina, Grodowa, Leśnego Potoku, Lwowska od nr 40 do końca, Oswobodzenia, Stawiska, Transportowców.
246901;m. Katowice;Katowice;śląskie;50;1472;1255;0;Przedszkole nr 63;Katowice;ul. Zamkowa;10;;40-413;Katowice;stały;Nie;miasto;Przedszkole nr 63, ul. Zamkowa 10, 40-413 Katowice;ul.: Zamkowa.
246901;m. Katowice;Katowice;śląskie;51;1550;1250;1;Szkoła Podstawowa nr 53;Katowice;ul. Szopienicka;58A;;40-431;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 53, ul. Szopienicka 58A, 40-431 Katowice;ul.: Boliny, Bzów, Cmentarna, Antoniego Czechowa, Hodowców, Bernarda Krawczyka, Nad Stawem, Zofii Nałkowskiej, Niwna, Teofila Ociepki, Ruczajowa, Rymarska, Spacerowa, Strumienna, Wiklinowa, Plac Wyzwolenia.
246901;m. Katowice;Katowice;śląskie;52;1323;1062;0;Szkoła Podstawowa nr 53;Katowice;ul. Szopienicka;58A;;40-431;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 53, ul. Szopienicka 58A, 40-431 Katowice;ul.: św. Anny, Garbarska, Giszowiecka, Janowska, ks. Alojzego Ficka, Odrowążów.
246901;m. Katowice;Katowice;śląskie;53;2428;1987;1;Szkoła Podstawowa nr 53;Katowice;ul. Szopienicka;58A;;40-431;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 53, ul. Szopienicka 58A, 40-431 Katowice;ul.: Braci Woźniaków, Farmaceutyczna, Gospodarcza od nr 12 do nr 84 parzyste, Górniczego Dorobku od nr 14 do nr 16 parzyste, Kolonia Amandy, Teodora Kulika, Magazynowa, Murckowska nr 9, Erwina Sówki, Surowcowa, Szopienicka.
246901;m. Katowice;Katowice;śląskie;54;1722;1454;0;Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ;Katowice;ul. Karliczka;15;;40-488;Katowice;stały;Nie;miasto;Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ, ul. Karliczka 15, 40-488 Katowice;ul.: Ceramiczna, Mysłowicka od nr 2 do nr 40 parzyste, od nr 1A do nr 35A nieparzyste.
246901;m. Katowice;Katowice;śląskie;55;1727;1453;0;Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ;Katowice;ul. Karliczka;15;;40-488;Katowice;stały;Nie;miasto;Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ, ul. Karliczka 15, 40-488 Katowice;ul.: Karliczka, Mysłowicka od nr 42 do końca parzyste, od nr 37 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;56;1780;1390;0;Zespół Szkolno-Przedszkolny nr 13;Katowice;ul. Przyjazna;7A;;40-466;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 13, ul. Przyjazna 7A, 40-466 Katowice;ul.: Miła.
246901;m. Katowice;Katowice;śląskie;57;2247;1714;1;Zespół Szkolno-Przedszkolny nr 13;Katowice;ul. Przyjazna;7A;;40-466;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 13, ul. Przyjazna 7A, 40-466 Katowice;ul.: Adama od nr 3 do nr 7 nieparzyste, Agaty, Antoniego, Działkowa, Ewy, Górniczego Stanu, Kosmiczna, Kwiatowa, Pod Kasztanami, Przyjazna, Przyjemna, Sosnowa, Sputników, Wesołowska.
246901;m. Katowice;Katowice;śląskie;58;1829;1480;0;Zespół Szkolno-Przedszkolny nr 13;Katowice;ul. Adama;33;;40-467;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 13, ul. Adama 33, 40-467 Katowice;ul.: Adama od nr 6 do końca parzyste, od nr 9 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;59;1388;1091;0;Zespół Szkolno-Przedszkolny nr 16;Katowice;ul. Wojciecha;9;;40-474;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 16, ul. Wojciecha 9, 40-474 Katowice;ul.: Park Giszowiecki, Gościnna, Kolista, Młodzieżowa, Plac Pod Lipami, Radosna.
246901;m. Katowice;Katowice;śląskie;60;1392;1161;0;Zespół Szkolno-Przedszkolny nr 16;Katowice;ul. Wojciecha;9;;40-474;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 16, ul. Wojciecha 9, 40-474 Katowice;ul.: Barbórki, Granica Wesołej, Karolinki, Pszczyńska od nr 4 do nr 20, Wojciecha od nr 1 do nr 19D nieparzyste.
246901;m. Katowice;Katowice;śląskie;61;1751;1467;0;Zespół Szkolno-Przedszkolny nr 16;Katowice;ul. Wojciecha;9;;40-474;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 16, ul. Wojciecha 9, 40-474 Katowice;ul.: Batalionów Chłopskich, Wojciecha od nr 26 do końca parzyste, od nr 21 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;62;2862;2472;3;Park Naukowo-Technologiczny Silesia;Katowice;ul. Gawronów;4;;40-527;Katowice;stały;Tak;miasto;Park Naukowo-Technologiczny Silesia, ul. Gawronów 4, 40-527 Katowice;ul.: Albatrosów, prof. Ariadny Gierek-Łapińskiej, Bazaltowa, Bocianów, Ceglana, Cietrzewi, Cyranek, Czajek, Czapli, Gawronów, Kawek, Kolibrów, Kormoranów, Tadeusza Kościuszki od nr 88 do nr 148 parzyste, od nr 75 do nr 143 nieparzyste, Krzemienna, Lelków, Łabędzia, Meteorologów, Muchowiec, Pelikanów, Porfirowa, Wróbli, Alfonsa Zgrzebnioka, Zimorodków.
246901;m. Katowice;Katowice;śląskie;63;437;403;2;Zespół Szkół Technicznych i Ogólnokształcących nr 2;Katowice;ul. Mikołowska;131;;40-592;Katowice;stały;Tak;miasto;Zespół Szkół Technicznych i Ogólnokształcących nr 2, ul. Mikołowska 131, 40-592 Katowice;ul.: Mikołowska od nr 100 do końca parzyste, Parkowa, Piękna.
246901;m. Katowice;Katowice;śląskie;64;1648;1297;5;Szkoła Podstawowa nr 65;Katowice;ul. Kukułek;2A;;40-533;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 65, ul. Kukułek 2A, 40-533 Katowice;ul.: Czyżyków, Drozdów, Dzięciołów, Gilów, Huberta, Jaskółek, Jemiołuszek, Jerzyków, Kanarków, Kosów, Tadeusza Kościuszki od nr 150 do nr 190 parzyste, Kukułek, Pawia, Przepiórek, Sikorek, Skowronków, Słowików, Szczygłów, Szpaków.
246901;m. Katowice;Katowice;śląskie;65;1609;1340;2;Przedszkole Nr 1;Katowice;ul. Brynowska;82;;40-584;Katowice;stały;Nie;miasto;Przedszkole Nr 1, ul. Brynowska 82, 40-584 Katowice;ul.: Brynowska, Dworska, Grzegorza Fitelberga, K. I. Gałczyńskiego, Emanuela Imieli, Tadeusza Kościuszki od nr 145 do nr 191C nieparzyste, Czesława Miłosza, Lubomira Różyckiego, Kazimierza Skiby, Środkowa, Plac Tajnej Organizacji Nauczycielskiej.
246901;m. Katowice;Katowice;śląskie;66;1048;1053;0;III Liceum Ogólnokształcące;Katowice;ul. Adama Mickiewicza;11;;40-092;Katowice;stały;Nie;miasto;III Liceum Ogólnokształcące, ul. Adama Mickiewicza 11, 40-092 Katowice;ul.: Dąbrówki, Gliwicka od nr 2 do nr 26 parzyste, od nr 1 do nr 43 nieparzyste, Marii Goeppert-Mayer, Wilhelma Friedricha Grundmanna, Adama Mickiewicza od nr 32 do końca parzyste, od nr 21 do końca nieparzyste, Plac Ofiar Tragedii Górnośląskiej 1945 roku, Opolska od nr 9 do końca, Jana III Sobieskiego, Sokolska od nr 1 do nr 32, Zabrska.
246901;m. Katowice;Katowice;śląskie;67;926;922;2;Zespół Szkolno-Przedszkolny Nr 24;Katowice;ul. Sokolska;23;;40-086;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny Nr 24, ul. Sokolska 23, 40-086 Katowice;ul.: Chorzowska od nr 2 do nr 70 parzyste, Aleja Wojciecha Korfantego od nr 2 do nr 32 parzyste, Plac Obrońców Katowic, Plac Przyjaciół z Miszkolca, Sokolska nr 33, 34, Franza Wincklera.
246901;m. Katowice;Katowice;śląskie;68;494;511;0;III Liceum Ogólnokształcące;Katowice;ul. Adama Mickiewicza;11;;40-092;Katowice;stały;Nie;miasto;III Liceum Ogólnokształcące, ul. Adama Mickiewicza 11, 40-092 Katowice;ul.: Fryderyka Chopina, Adama Mickiewicza od nr 2 do nr 30 parzyste, od nr 1 do nr 19 nieparzyste, Księdza Piotra Skargi, Juliusza Słowackiego od nr 2 do nr 16 parzyste, od nr 1 do nr 25 nieparzyste, Stawowa, Plac Synagogi.
246901;m. Katowice;Katowice;śląskie;69;629;590;1;Szkoła Podstawowa nr 7 Specjalna;Katowice;ul. Szkolna;5;;40-006;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 7 Specjalna, ul. Szkolna 5, 40-006 Katowice;ul.: Dworcowa, Dyrekcyjna, Francuska od nr 1 do nr 7 nieparzyste, św. Jana, Mariacka od nr 2 do nr 24 parzyste, od nr 1 do nr 27 nieparzyste, Tylna Mariacka, Andrzeja Mielęckiego, św. Stanisława, Staromiejska, Warszawska od nr 1 do nr 29 nieparzyste.
246901;m. Katowice;Katowice;śląskie;70;859;826;0;VIII Liceum Ogólnokształcące;Katowice;ul. 3 Maja;42;;40-097;Katowice;stały;Nie;miasto;VIII Liceum Ogólnokształcące, ul. 3 Maja 42, 40-097 Katowice;ul.: 3 Maja, Plac Marii i Lecha Kaczyńskich, Jana Matejki, Młyńska, Opolska od nr 1 do nr 8, Pocztowa, Sądowa, Juliusza Słowackiego od nr 18 do końca parzyste, od nr 27 do końca nieparzyste, Wawelska, Plac Wolności.
246901;m. Katowice;Katowice;śląskie;71;1214;1041;0;II Liceum Ogólnokształcące;Katowice;ul. Bartosza Głowackiego;6;;40-052;Katowice (wejście od ul. Jana Kilińskiego);stały;Tak;miasto;II Liceum Ogólnokształcące, Katowice ul. Bartosza Głowackiego 6, 40-052 Katowice (wejście od ul. Jana Kilińskiego);ul.: Andrzeja, Plac Andrzeja, Stefana Batorego, Marii Konopnickiej, Mikołaja Kopernika nr nieparzyste, ks. Augustyna Kordeckiego, Tadeusza Kościuszki od nr 1 do nr 19 nieparzyste, Krzywa, Mikołowska od nr 2 do nr 14 parzyste, Plac Oddziałów Młodzieży Powstańczej, Pawła Stalmacha, Wincentego Styczyńskiego.
246901;m. Katowice;Katowice;śląskie;72;1481;1305;2;II Liceum Ogólnokształcące;Katowice;ul. Bartosza Głowackiego;6 (wejście od ul. Jana Kilińskiego);;40-052;Katowice (wejście od ul. Jana Kilińskiego);stały;Nie;miasto;II Liceum Ogólnokształcące, Katowice ul. Bartosza Głowackiego 6 (wejście od ul. Jana Kilińskiego), 40-052 Katowice (wejście od ul. Jana Kilińskiego);ul.: Bartosza Głowackiego od nr 2 do nr 8 parzyste, Plac Kardynała Augusta Hlonda, Henryka Jordana od nr 2 do nr 12B parzyste, od nr 1 do nr 19 nieparzyste, Jana Kilińskiego od nr 28 do nr 40 parzyste, od nr 17 do nr 19 nieparzyste, Tadeusza Kościuszki od nr 43 do nr 61 nieparzyste, Mikołowska nr 40, Księcia Józefa Poniatowskiego od nr 2 do końca parzyste, Józefa Rymera, Marii Skłodowskiej-Curie od nr 36 do końca parzyste, od nr 27 do końca nieparzyste, Strzelecka, gen. Józefa Zajączka od nr 1 do nr 17.
246901;m. Katowice;Katowice;śląskie;73;1514;1232;1;Pałac Młodzieży w Katowicach;Katowice;ul. Mikołowska;26;;40-066;Katowice;stały;Tak;miasto;Pałac Młodzieży w Katowicach, ul. Mikołowska 26, 40-066 Katowice;ul.: Michała Drzymały, Jana Kilińskiego od nr 16 do nr 26 parzyste, od nr 5 do nr 15A nieparzyste, Mikołaja Kopernika od nr 2 do końca parzyste, Tadeusza Kościuszki od nr 21 do nr 41 nieparzyste, Mikołowska od nr 18 do nr 32 parzyste, PCK, Marii Skłodowskiej-Curie od nr 10 do nr 30 parzyste, od nr 15 do nr 25 nieparzyste, Żwirki i Wigury.
246901;m. Katowice;Katowice;śląskie;74;1542;1331;0;Zarząd Transportu Metropolitalnego;Katowice;ul. Barbary;21A;;40-053;Katowice;stały;Tak;miasto;Zarząd Transportu Metropolitalnego, ul. Barbary 21A, 40-053 Katowice;ul.: Barbary, Kazimierza Dłuskiego, Stanisława Fliegera, Bartosza Głowackiego od nr 10 do końca parzyste, od nr 13 do końca nieparzyste, Aleksandra Hercena, Jana Kilińskiego od nr 42 do końca parzyste, od nr 21 do końca nieparzyste, Tadeusza Kościuszki od nr 63 do nr 73 nieparzyste, Mikołowska od nr 44 do nr 72C parzyste, od nr 45 do nr 55 nieparzyste, Księcia Józefa Poniatowskiego nr nieparzyste, Skalna, Józefa Szmausa, gen. Józefa Zajączka od nr 18 do końca.
246901;m. Katowice;Katowice;śląskie;75;1947;1634;3;Szkoła Podstawowa Nr 15;Katowice;ul. Ks. bpa Stanisława Adamskiego;24;;40-069;Katowice;stały;Nie;miasto;Szkoła Podstawowa Nr 15, ul. Ks. bpa Stanisława Adamskiego 24, 40-069 Katowice;ul.: Ks. bpa Stanisława Adamskiego, Ks. bpa Józefa Gawliny, ks. kard. Bolesława Kominka, Koszarowa, Ks. bpa Teodora Kubiny, Ks. bpa Arkadiusza Lisieckiego, Stanisława Rochowiaka.
246901;m. Katowice;Katowice;śląskie;76;1400;1231;1;Zespół Szkół Ekonomicznych;Katowice;ul. Raciborska;3;;40-074;Katowice;stały;Nie;miasto;Zespół Szkół Ekonomicznych, ul. Raciborska 3, 40-074 Katowice;ul.: Kamienna, Kozielska, Mikołowska od nr 1 do nr 43 nieparzyste, Nad Osiekiem, Raciborska, Plac dr. Józefa Rostka, Maksymiliana Wilimowskiego.
246901;m. Katowice;Katowice;śląskie;77;1186;953;1;Biurowiec;Katowice;ul. Wita Stwosza;31;;40-042;Katowice;stały;Nie;miasto;Biurowiec, ul. Wita Stwosza 31, 40-042 Katowice;ul: Astrów, Bratków, ks. Józefa Czempiela, Biskupa Czesława Domina, Fiołków, Tadeusza Kościuszki od nr 60 do nr 86 parzyste, Narcyzów, Różana, Marcina Szeligiewicza, Wita Stwosza od nr 28 do końca parzyste, od nr 19 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;78;1632;1412;3;Zespół Szkół Ogólnokształcących nr 1;Katowice;ul. Henryka Sienkiewicza;74;;40-039;Katowice;stały;Tak;miasto;Zespół Szkół Ogólnokształcących nr 1, ul. Henryka Sienkiewicza 74, 40-039 Katowice;ul.: Francuska od nr 49 do nr 99 nieparzyste, od nr 30 do nr 68 parzyste, Plac świętego Jana Pawła II, Henryka Jordana od nr 14 do końca parzyste, od nr 21 do końca nieparzyste, Plac Katedralny, Tadeusza Kościuszki od nr 40 do nr 56 parzyste, Józefa Lompy od nr 10 do końca, Pasaż Europejski, Plebiscytowa od nr 36 do końca parzyste, od nr 49 do końca nieparzyste, Podchorążych, Powstańców od nr 1 do nr 19 nieparzyste, Władysława Stanisława Reymonta od nr 34 do końca parzyste, Rybnicka, Henryka Sienkiewicza od nr 38 do końca parzyste, od nr 45 do końca nieparzyste, Wita Stwosza od nr 11 do nr 17A nieparzyste.
246901;m. Katowice;Katowice;śląskie;79;1650;1416;5;Szkoła Podstawowa nr 1;Katowice;ul. Jagiellońska;18;;40-035;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 1, ul. Jagiellońska 18, 40-035 Katowice;ul.: Brata Alberta, Konstantego Damrota od nr 10 do nr 18 parzyste, od nr 11 do nr 21 nieparzyste, Francuska od nr 31 do nr 47 nieparzyste, św. Jacka, Konckiego, Zygmunta Krasińskiego od nr 2 do nr 8 parzyste, od nr 1 do nr 11 nieparzyste, Juliusza Ligonia, Plebiscytowa od nr 1 do nr 39 nieparzyste, od nr 2 do nr 34 parzyste, Powstańców od nr 21 do nr 37 nieparzyste, od nr 2 do nr 36D parzyste, Henryka Sienkiewicza od nr 12 do nr 37.
246901;m. Katowice;Katowice;śląskie;80;1201;1072;0;Szkoła Podstawowa nr 1;Katowice;ul. Jagiellońska;18;;40-035;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 1, ul. Jagiellońska 18, 40-035 Katowice;ul.: Jagiellońska, Jana Kochanowskiego, Tadeusza Kościuszki od nr 2 do nr 38 parzyste, Królowej Jadwigi, Plac Karola Miarki, Władysława Stanisława Reymonta od nr 14 do nr 30 parzyste, Pl. Sejmu Śląskiego, Wita Stwosza od nr 1 do nr 9 nieparzyste, od nr 2 do nr 6 parzyste.
246901;m. Katowice;Katowice;śląskie;81;1579;1370;0;Szkoła Podstawowa Nr 1;Katowice;ul. Jagiellońska;18;;40-035;Katowice;stały;Nie;miasto;Szkoła Podstawowa Nr 1, ul. Jagiellońska 18, 40-035 Katowice;ul.: Plac Bolesława Chrobrego, Henryka Dąbrowskiego, Francuska od nr 9 do nr 29 nieparzyste, od nr 12 do nr 28 parzyste, Stanisława Kobylińskiego, Józefa Lompy od nr 1 do nr 9, Podgórna, Władysława Stanisława Reymonta od nr 1 do nr 12, Henryka Sienkiewicza od nr 1 do nr 11, ks. Józefa Szafranka, Wojewódzka, Zacisze.
246901;m. Katowice;Katowice;śląskie;82;1062;1085;1;Oddział Żłobka Miejskiego;Katowice;ul. Uniwersytecka;15;;40-007;Katowice;stały;Tak;miasto;Oddział Żłobka Miejskiego, ul. Uniwersytecka 15, 40-007 Katowice;ul.: Bankowa, prof. Augusta Chełkowskiego, Aleja Wojciecha Korfantego od nr 1 do nr 33 nieparzyste, Stanisława Moniuszki, Profesora Waleriana Pańki, Park Powstańców Śląskich, Piastowska, Aleja Walentego Roździeńskiego od nr 14 do nr 18 parzyste, Rynek, Szkolna, Teatralna, Uniwersytecka, Warszawska od nr 2 do nr 18 parzyste.
246901;m. Katowice;Katowice;śląskie;83;849;783;1;Terenowy Punkt Pomocy Społecznej nr 2, Miejski Ośrodek Pomocy Społecznej w Katowicach;Katowice;ul. Warszawska;42;;40-008;Katowice;stały;Tak;miasto;Terenowy Punkt Pomocy Społecznej nr 2, Miejski Ośrodek Pomocy Społecznej w Katowicach, ul. Warszawska 42, 40-008 Katowice;ul.: Konstantego Damrota od nr 1 do nr 9, Francuska od nr 2 do nr 10 parzyste, Górnicza, Franciszka Lubeckiego-Druckiego, Mariacka od nr 26 do końca parzyste, od nr 29 do końca nieparzyste, Myśliwska, św. Pawła, Starowiejska, Plac ks. Emila Szramka, Warszawska od nr 31 do końca nieparzyste, od nr 26 do końca parzyste, Wodna.
246901;m. Katowice;Katowice;śląskie;84;1923;1789;4;Zespół Szkół i Placówek nr 1;Katowice;ul. Ignacego Paderewskiego;46;;40-282;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 1, ul. Ignacego Paderewskiego 46, 40-282 Katowice;ul.: Konstantego Damrota od nr 20 do końca parzyste, od nr 23 do końca nieparzyste, Floriana od nr 6 do końca, Graniczna od nr 14 do nr 32 parzyste, od nr 17 do nr 29 nieparzyste, Haliny Krahelskiej, Zygmunta Krasińskiego od nr 10 do końca parzyste, od nr 13 do końca nieparzyste, Plac generała Stanisława Maczka, Murckowska nr 5, od nr 14 do nr 26 parzyste, nr 64A, Ignacego Paderewskiego od nr 7 do końca, Prosta, Przemysłowa, Plac Rady Europy, Równoległa, ks. Aleksandra Skowrońskiego.
246901;m. Katowice;Katowice;śląskie;85;1551;1350;2;Zespół Szkół i Placówek nr 1;Katowice;ul. Ignacego Paderewskiego;46;;40-282;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 1, ul. Ignacego Paderewskiego 46, 40-282 Katowice;ul.: gen. Władysława Sikorskiego od nr 10 do nr 36 parzyste, Plac Żołnierza Polskiego, Żołnierzy Wyklętych.
246901;m. Katowice;Katowice;śląskie;86;2800;2597;2;Zespół Szkół i Placówek nr 1;Katowice;ul. Ignacego Paderewskiego;46;;40-282;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 1, ul. Ignacego Paderewskiego 46, 40-282 Katowice;ul.: Adolfa Dygacza, Graniczna od nr 57 do nr 57C nieparzyste, od nr 61 do nr 65 nieparzyste, gen. Kazimierza Pułaskiego, gen. Władysława Sikorskiego od nr 38 do nr 44 parzyste, od nr 41 do nr 49 nieparzyste, gen. Stanisława Szeptyckiego.
246901;m. Katowice;Katowice;śląskie;87;1755;1525;7;Zespół Szkolno-Przedszkolny nr 9;Katowice;ul. Graniczna;46;;40-018;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 9, ul. Graniczna 46, 40-018 Katowice;ul.: Aleja Górnośląska, Graniczna: nr 49, 49A, 49B, 53, 53A, 53B, 53C, od nr 40 do nr 46 parzyste, gen. Józefa Sowińskiego od nr 29 do nr 45.
246901;m. Katowice;Katowice;śląskie;88;2781;2391;3;Zespół Szkolno-Przedszkolny nr 9;Katowice;ul. Graniczna;46;;40-018;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 9, ul. Graniczna 46, 40-018 Katowice;ul.: 73 Pułku Piechoty nr 3, 4, od nr 7 do nr 7A, Alpejska, Francuska od nr 70 do końca parzyste, od nr 101 do końca nieparzyste, Karbowa, Lotnisko, Ofiar Katynia, Pilotów, Polna, Powstańców nr 41B, 52, Prowansalska, Rodańska, Sabaudzka, gen. Józefa Sowińskiego od nr 1 do nr 21 nieparzyste, Szybowcowa, Trzech Stawów.
246901;m. Katowice;Katowice;śląskie;89;1504;1270;1;Przedszkole nr 57;Katowice;ul. Piastów;13;;40-866;Katowice;stały;Tak;miasto;Przedszkole nr 57, ul. Piastów 13, 40-866 Katowice;ul.: Park Bederowiec, Piastów od nr 16 do nr 20 parzyste, od nr 7 do nr 13 nieparzyste.
246901;m. Katowice;Katowice;śląskie;90;1734;1494;2;Szkoła Podstawowa nr 66;Katowice;al. Aleja Bolesława Krzywoustego;7;;40-870;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 66, al. Aleja Bolesława Krzywoustego 7, 40-870 Katowice;ul.: Aleja Bolesława Krzywoustego nr 7, Piastów nr 3, 5, 10, 12, od nr 22 do nr 26 parzyste.
246901;m. Katowice;Katowice;śląskie;91;1586;1393;0;Zespół Szkół i Placówek nr 2 (Młodzieżowy Dom Kultury);Katowice;ul. Tysiąclecia;5;;40-873;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 2 (Młodzieżowy Dom Kultury), ul. Tysiąclecia 5, 40-873 Katowice;ul.: Aleja Bolesława Krzywoustego od nr 2 do nr 6 parzyste, nr 9, Księcia Henryka Brodatego, Króla Władysława Jagiełły, Plac Ronalda Reagana, Tysiąclecia nr 1, 4, od nr 7 do nr 15 nieparzyste, nr 19.
246901;m. Katowice;Katowice;śląskie;92;1460;1245;1;Zespół Szkół i Placówek nr 2 (Młodzieżowy Dom Kultury);Katowice;ul. Tysiąclecia;5;;40-873;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 2 (Młodzieżowy Dom Kultury), ul. Tysiąclecia 5, 40-873 Katowice;ul.: Mieszka I nr 1, od nr 5 do nr 11 nieparzyste, nr 6, Plac Podwyższenia Krzyża, Tysiąclecia nr 6, 41, 45, 47, Franza Waxmana.
246901;m. Katowice;Katowice;śląskie;93;1396;1195;2;Szkoła Podstawowa nr 58;Katowice;al. Aleja Bolesława Krzywoustego;11;;40-870;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 58, al. Aleja Bolesława Krzywoustego 11, 40-870 Katowice;ul.: Aleja Bolesława Krzywoustego nr 1, 11, 11A, 13, Mieszka I nr 15, Tysiąclecia od nr 16 do nr 20 parzyste, od nr 21 do nr 29 nieparzyste, od nr 33 do nr 39 nieparzyste.
246901;m. Katowice;Katowice;śląskie;94;2051;1666;2;Zespół Szkół nr 3;Katowice;ul. Bolesława Chrobrego;4;;40-881;Katowice;stały;Tak;miasto;Zespół Szkół nr 3, ul. Bolesława Chrobrego 4, 40-881 Katowice;ul.: Chorzowska od nr 206 do końca parzyste, Aleja Księcia Henryka Pobożnego, Zawiszy Czarnego.
246901;m. Katowice;Katowice;śląskie;95;1744;1437;2;Zespół Szkół nr 3;Katowice;ul. Bolesława Chrobrego;4;;40-881;Katowice;stały;Tak;miasto;Zespół Szkół nr 3, ul. Bolesława Chrobrego 4, 40-881 Katowice;ul.: Bolesława Chrobrego nr 26, 31, 32, 37, 39, 43, Tysiąclecia nr 22, 24.
246901;m. Katowice;Katowice;śląskie;96;2084;1675;5;Zespół Szkół nr 3;Katowice;ul. Bolesława Chrobrego;4;;40-881;Katowice;stały;Tak;miasto;Zespół Szkół nr 3, ul. Bolesława Chrobrego 4, 40-881 Katowice;ul.: Bolesława Chrobrego nr 4, 13, 17, 21, 23, 25, 28, 38, Tysiąclecia nr 86, 86A, 86B.
246901;m. Katowice;Katowice;śląskie;97;1620;1307;0;Przedszkole nr 34;Katowice;ul. Tysiąclecia;84A;;40-871;Katowice;stały;Nie;miasto;Przedszkole nr 34, ul. Tysiąclecia 84A, 40-871 Katowice;ul.: Tysiąclecia nr 84, 84A, od nr 88 do nr 92 parzyste.
246901;m. Katowice;Katowice;śląskie;98;1631;1345;1;Szkoła Podstawowa nr 59;Katowice;ul. Bolesława Chrobrego;5;;40-881;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 59, ul. Bolesława Chrobrego 5, 40-881 Katowice;ul.: Al. Księżnej Jadwigi Śląskiej, Ułańska od nr 5 do nr 13 nieparzyste.
246901;m. Katowice;Katowice;śląskie;99;1815;1507;3;Szkoła Podstawowa nr 59;Katowice;ul. Bolesława Chrobrego;5;;40-881;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 59, ul. Bolesława Chrobrego 5, 40-881 Katowice;ul.: Bolesława Chrobrego nr 2, 3, 5, 9, Tysiąclecia nr 78, 80, Ułańska nr 16.
246901;m. Katowice;Katowice;śląskie;100;1640;1341;1;Szkoła Podstawowa nr 22;Katowice;ul. Michała Wolskiego;3;;40-859;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 22, ul. Michała Wolskiego 3, 40-859 Katowice;ul.: Feliksa Bocheńskiego od nr 27 do nr 53 nieparzyste, Bracka od nr 28 do nr 28A, nr 29, Gliwicka od nr 146 do nr 184 parzyste, od nr 169 do nr 213 nieparzyste, Jana Kupca, J. Lelewela, Pokoju, Ślusarska, Tokarska, Michała Wolskiego, Jana Wyplera.
246901;m. Katowice;Katowice;śląskie;101;1877;1589;0;Ośrodek Sportowy Gliwicka;Katowice;ul. Gliwicka;214;;40-860;Katowice;stały;Tak;miasto;Ośrodek Sportowy Gliwicka, ul. Gliwicka 214, 40-860 Katowice;ul.: Szymona Badury, Szymona Borysa, Jerzego Cholewy, Józefa Ciemały, Leopolda Czoika, Franciszka Dudka, Gliwicka od nr 186 do końca parzyste, od nr 215 do końca nieparzyste, Jakuba Grządziela, Świętego Jana Pawła II, Roberta Kempki, Jana Koczeby, Lisa, Macieja Mamoka, Piotra Musialika, Józefa Piechy, Józefa Skrzeka, Trasa Nikodema i Józefa Renców, Wiśniowa, Park Załęski.
