teryt;gmina;powiat;wojewodztwo;numer;mieszkancy;wyborcy;pakiety;siedziba;miejscowosc;ulica;nr_posesji;nr_lokalu;kod_pocztowy;poczta;typ_obwodu;dla_niepelnosprawnych;typ_obszaru;pelna_siedziba;opis_granic
246901;m. Katowice;Katowice;śląskie;102;1456;1210;0;Zespół Szkół i Placówek nr 2;Katowice;ul. Juliusza Zarębskiego;2;;40-854;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 2, ul. Juliusza Zarębskiego 2, 40-854 Katowice;ul.: Johna Baildona od nr 64 do nr 64b, nr 66, Feliksa Bocheńskiego od nr 34 do nr 52 parzyste, Gliwicka od nr 98 do nr 140A parzyste, od nr 115 do nr 163 nieparzyste, Gminna, Klimczoka, Plac ks. Józefa Londzina, Ondraszka, Józefa Pukowca od nr 1 do nr 19 nieparzyste, Relaksowa, Tarasa Szewczenki, Józefa Wolnego, Zamułkowa, Żeliwna.
246901;m. Katowice;Katowice;śląskie;103;1283;1118;0;Zespół Szkół i Placówek nr 2;Katowice;ul. Juliusza Zarębskiego;2;;40-854;Katowice;stały;Tak;miasto;Zespół Szkół i Placówek nr 2, ul. Juliusza Zarębskiego 2, 40-854 Katowice;ul.: 18 Sierpnia, W. Bogusławskiego, Gliwicka od nr 28 do nr 96 parzyste, od nr 45 do nr 113 nieparzyste, Gabriela Narutowicza.
246901;m. Katowice;Katowice;śląskie;104;1234;1065;0;Zespół Szkół i Placówek nr 2;Katowice;ul. Juliusza Zarębskiego;2;;40-854;Katowice;stały;Nie;miasto;Zespół Szkół i Placówek nr 2, ul. Juliusza Zarębskiego 2, 40-854 Katowice;ul.: Franciszka Anioła, Wincentego Janasa, Macieja Ledóchowskiego, Macieja, Marcina, Pawła Pośpiecha, Juliusza Zarębskiego, Żelazna od nr 18 do końca parzyste, od nr 21 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;105;1651;1435;2;"Społeczna Szkoła Podstawowa ""Nasza Dobra Szkoła""";Katowice;ul. Agnieszki;2;;40-110;Katowice;stały;Nie;miasto;"Społeczna Szkoła Podstawowa ""Nasza Dobra Szkoła"", ul. Agnieszki 2, 40-110 Katowice";ul.: Agnieszki, Brzoskwiniowa, Bukowa, Dębowa od nr 57 do końca, Gruszowa, Jabłoniowa, Krzyżowa nr nieparzyste, Morelowa, Szpitalna, ks. Ściegiennego od nr 68 do końca parzyste, Wiejska.
246901;m. Katowice;Katowice;śląskie;106;1887;1764;0;Przedszkole nr 27;Katowice;ul. ks. Ściegiennego;27;;40-114;Katowice;stały;Nie;miasto;Przedszkole nr 27, ul. ks. Ściegiennego 27, 40-114 Katowice;ul.: Johna Baildona od nr 2 do nr 24E parzyste, nr 65, Błękitna, Bożogrobców, Chorzowska od nr 72 do nr 158 parzyste, od nr 73 do nr 143 nieparzyste, Cicha, Dobra, Jasna, ks. Ściegiennego od nr 2 do nr 64 parzyste, od nr 1 do nr 29 nieparzyste, Widok, Żelazna od nr 1 do nr 17D nieparzyste, od nr 2 do nr 10 parzyste, Księdza Karola Żmija.
246901;m. Katowice;Katowice;śląskie;107;969;855;0;Zespół Szkolno-Przedszkolny nr 1;Katowice;ul. Sportowa;29;;40-106;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 1, ul. Sportowa 29, 40-106 Katowice;ul.: Akacjowa, Bederowiecka, Bracka od nr 1 do nr 27, Chorzowska od nr 160 do nr 204B parzyste, od nr 145 do końca nieparzyste, Lipowa, Wąska, Złota.
246901;m. Katowice;Katowice;śląskie;108;1392;1194;2;Zespół Szkolno-Przedszkolny nr 1;Katowice;ul. Sportowa;29;;40-106;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 1, ul. Sportowa 29, 40-106 Katowice;ul.: Dębowa od nr 1 do nr 56, Sportowa, Studzienna, Węglowa, Źródlana.
246901;m. Katowice;Katowice;śląskie;109;2585;1939;0;Śląski Oddział Wojewódzki Narodowego Funduszu Zdrowia w Katowicach;Katowice;ul. Stanisława Kossutha;13;;40-844;Katowice;stały;Tak;miasto;Śląski Oddział Wojewódzki Narodowego Funduszu Zdrowia w Katowicach, ul. Stanisława Kossutha 13, 40-844 Katowice;ul.: Kolońska, Stanisława Kossutha, Tadeusza Michejdy, Józefa Pukowca od nr 23 do końca nieparzyste, Walerego Sławka, Henryka Szwana.
246901;m. Katowice;Katowice;śląskie;110;1377;1146;0;XV Liceum Ogólnokształcące;Katowice;ul. Obroki;87;;40-833;Katowice;stały;Nie;miasto;XV Liceum Ogólnokształcące, ul. Obroki 87, 40-833 Katowice;ul.: Henryka Dulęby, Obroki.
246901;m. Katowice;Katowice;śląskie;111;1697;1372;0;Przedszkole nr 13;Katowice;ul. Wincentego Witosa;16A;;40-832;Katowice;stały;Tak;miasto;Przedszkole nr 13, ul. Wincentego Witosa 16A, 40-832 Katowice;ul.: Norberta Barlickiego, Feliksa Bocheńskiego od nr 55 do nr 121 nieparzyste, Chodnikowa, Kochłowicka nr 14, od nr 100 do nr 103, Eugeniusza Kwiatkowskiego, Ścianowa, Wyciągowa.
246901;m. Katowice;Katowice;śląskie;112;2069;1645;1;Szkoła Podstawowa nr 33;Katowice;ul. Wincentego Witosa;23;;40-832;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 33, ul. Wincentego Witosa 23, 40-832 Katowice;ul.: Piotra Bardowskiego, Władysława Grabskiego, Macieja Rataja
246901;m. Katowice;Katowice;śląskie;113;1895;1527;2;Szkoła Podstawowa nr 33;Katowice;ul. Wincentego Witosa;23;;40-832;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 33, ul. Wincentego Witosa 23, 40-832 Katowice;ul.: Feliksa Bocheńskiego nr 56, Ignacego Mościckiego, Michała Ossowskiego.
246901;m. Katowice;Katowice;śląskie;114;1787;1430;0;Szkoła Podstawowa nr 33;Katowice;ul. Wincentego Witosa;23;;40-832;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 33, ul. Wincentego Witosa 23, 40-832 Katowice;ul.: Plac Św. Herberta, Wincentego Witosa.
246901;m. Katowice;Katowice;śląskie;115;1740;1474;1;Zespół Szkolno-Przedszkolny nr 8;Katowice;ul. Hetmańska;8;;40-560;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 8, ul. Hetmańska 8, 40-560 Katowice;ul.: Karola Adwentowicza, Grzyśki, Hetmańska, Kredytowa, Ligocka od nr 66 do końca parzyste, od nr 69 do nr 69C, od nr 119 do końca nieparzyste, Rębaczy, Rolna nr 8A, od nr 46 do końca parzyste, od nr 65 do końca nieparzyste, Strzałowa, Szadoka, Średnia, Tomasza, Załęska od nr 1 do nr 15B nieparzyste.
246901;m. Katowice;Katowice;śląskie;116;1083;917;0;Miejska Biblioteka Publiczna Filia Nr 32;Katowice;ul. Grzyśki;19A;;40-560;Katowice;stały;Tak;miasto;Miejska Biblioteka Publiczna Filia Nr 32, ul. Grzyśki 19A, 40-560 Katowice;ul.: ks. Jana Dzierżonia, Filarowa, Pokładowa, Wodospady, Wozaków.
246901;m. Katowice;Katowice;śląskie;117;2269;1804;1;Zespół Szkół Zawodowych Specjalnych nr 6;Katowice;ul. Rolna;22;;40-555;Katowice;stały;Tak;miasto;Zespół Szkół Zawodowych Specjalnych nr 6, ul. Rolna 22, 40-555 Katowice;ul.: Marii Dąbrowskiej, Kazimierza Gołby, Zbigniewa Herberta, Stefana Jaracza, Fryderyka Joliot-Curie, Zofii Kossak-Szczuckiej, Kępowa od nr 1 do nr 26E, Bolesława Leśmiana, Literatów, Elizy Orzeszkowej, Poetów, Rolna od nr 10 do nr 30 parzyste, od nr 15 do nr 63 nieparzyste, Leopolda Staffa, Juliana Tuwima, Gabrieli Zapolskiej.
246901;m. Katowice;Katowice;śląskie;118;2090;1810;3;Szkoła Podstawowa nr 11;Katowice;ul. Nasypowa;16;;40-551;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 11, ul. Nasypowa 16, 40-551 Katowice;ul.: Kazimierza Kluzika, Kępowa od nr 27 do końca, Józefa Ligęzy, Lubiny, Heleny Modrzejewskiej, Nasypowa, Władysława Orkana, Bogusława Parczewskiego, Połomińska, Jana Przyklinga, Rolna od nr 2 do nr 6 parzyste, od nr 1 do 9 nieparzyste, Teresy, Konstanego Woźniczki, Emila Zegadłowicza.
246901;m. Katowice;Katowice;śląskie;119;1994;1696;1;Zespół Szkolno-Przedszkolny nr 7;Katowice;ul. J. Gallusa;5;;40-594;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 7, ul. J. Gallusa 5, 40-594 Katowice;"ul.: Feliksa Bocheńskiego od nr 123 do końca nieparzyste, Brygadzistów, Dobrego Urobku, Dolna, Dziewięciu z ""Wujka"", Kochłowicka nr 63, Kombajnistów, Ligocka od nr 8 do nr 16 parzyste, od nr 9 do nr 65 nieparzyste, Nowa Bukowa, Okrężna, Wincentego Pola od nr 57 do końca, Plac Bernarda Poloka, Przekopowa, Przodowników, Plac NSZZ Solidarność, Stroma, Upadowa, Wilcze Kąty, Wrębowa, Załęska od nr 32 do końca parzyste, od nr 35 do końca nieparzyste, Załęska Hałda, Zgody."
246901;m. Katowice;Katowice;śląskie;120;1492;1300;2;Zespół Szkolno-Przedszkolny nr 7;Katowice;ul. J. Gallusa;5;;40-594;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 7, ul. J. Gallusa 5, 40-594 Katowice;ul.: J. Gallusa, Ligocka nr 2, 4, 4A, nr 6.
246901;m. Katowice;Katowice;śląskie;121;1511;1322;0;Zespół Szkół Technicznych i Ogólnokształcących nr 2;Katowice;ul. Mikołowska;131;;40-592;Katowice;stały;Tak;miasto;Zespół Szkół Technicznych i Ogólnokształcących nr 2, ul. Mikołowska 131, 40-592 Katowice;ul.: Boczna, Edwarda Bugli, Ligocka od nr 3 do nr 7E nieparzyste, Mikołowska od nr 113 do końca nieparzyste, Wincentego Pola od nr 1 do nr 32, Rycerska, Szybowa.
246901;m. Katowice;Katowice;śląskie;122;2772;2366;5;Szkoła Podstawowa nr 17;Katowice;ul. Jana Dekerta;1;;40-143;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 17, ul. Jana Dekerta 1, 40-143 Katowice;ul.: Alfreda, Plac Alfreda, Bytkowska, Bytomska, Ignacego Daszyńskiego, Jana Dekerta, Gnieźnieńska, Jodłowa, Józefowska od nr 72 do nr 84 parzyste, Mieczysława Karłowicza, Aleja Wojciecha Korfantego od nr 150 do końca parzyste, od nr 145 do końca nieparzyste, Lasek Alfreda, Oświęcimska, Teofila Patalonga, Jana Pietrusińskiego, Emilii Plater, Promienna, Stanisława Rożanowicza, ks. Jana Rzymełki, Strażacka, Telewizyjna, Walecznych.
246901;m. Katowice;Katowice;śląskie;123;1797;1458;1;Szkoła Podstawowa nr 17;Katowice;ul. Jana Dekerta;1;;40-143;Katowice;stały;Nie;miasto;Szkoła Podstawowa nr 17, ul. Jana Dekerta 1, 40-143 Katowice;ul.: Józefowska od nr 86 do końca parzyste, od nr 81 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;124;1646;1353;2;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb""";Katowice;ul. Krzyżowa;1;;40-111;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb"", ul. Krzyżowa 1, 40-111 Katowice";ul.: Tomasza Kotlarza, Krzyżowa nr parzyste, prof. Jana Mikusińskiego od nr 20 do końca parzyste, od nr 1 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;125;1562;1262;1;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb""";Katowice;ul. Krzyżowa;1;;40-111;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb"", ul. Krzyżowa 1, 40-111 Katowice";ul.: Plac Świętego Józefa Robotnika, prof. Jana Mikusińskiego od nr 8 do nr 16C parzyste, Feliksa Nowowiejskiego, Szczecińska nr nieparzyste.
246901;m. Katowice;Katowice;śląskie;126;1820;1576;0;XIV Liceum Ogólnokształcące;Katowice;ul. Józefowska;32;;40-144;Katowice;stały;Nie;miasto;XIV Liceum Ogólnokształcące, ul. Józefowska 32, 40-144 Katowice;ul.: Cisowa, Jesionowa nr parzyste, Józefowska od nr 2 do nr 54 parzyste, od nr 1 do nr 41 nieparzyste, Konduktorska, Aleja Wojciecha Korfantego od nr 114 do nr 148A parzyste, od nr 107 do nr 143 nieparzyste, hm. Oswalda Kozioła, Modelarska, Norwida, Nowy Świat, Owocowa, Park Wełnowiecki, Rysia, Słoneczna od nr 1 do nr 37 nieparzyste, od nr 2 do nr 46 parzyste.
246901;m. Katowice;Katowice;śląskie;127;1491;1214;1;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb""";Katowice;ul. Krzyżowa;1;;40-111;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Koszutka"" Filia ""Dąb"", ul. Krzyżowa 1, 40-111 Katowice";ul.: Szczecińska nr parzyste, ks. Ściegiennego od nr 31 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;128;1634;1424;3;Przedszkole nr 47;Katowice;ul. Słoneczna;60;;40-136;Katowice;stały;Tak;miasto;Przedszkole nr 47, ul. Słoneczna 60, 40-136 Katowice;ul.: Słoneczna od nr 60 do końca parzyste, od nr 65 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;129;1666;1390;1;Zespół Szkolno-Przedszkolny nr 23;Katowice;ul. Kazimiery Iłłakowiczówny;13;;40-134;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 23, ul. Kazimiery Iłłakowiczówny 13, 40-134 Katowice;ul.: Władysława Broniewskiego od nr 18 do końca parzyste, od nr 7 do końca nieparzyste, Alfonsa Górnika, Kazimiery Iłłakowiczówny, Aleja Wojciecha Korfantego od nr 66 do nr 112 parzyste, Antoniego Słonimskiego, ks. kard. Stefana Wyszyńskiego.
246901;m. Katowice;Katowice;śląskie;130;1155;994;1;Zespół Szkolno-Przedszkolny nr 23;Katowice;ul. Kazimiery Iłłakowiczówny;13;;40-134;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 23, ul. Kazimiery Iłłakowiczówny 13, 40-134 Katowice;ul.: Władysława Broniewskiego od nr 1 do nr 5 nieparzyste, Plac Grunwaldzki, Aleja Wojciecha Korfantego od nr 56 do nr 64 parzyste, Misjonarzy Oblatów MN, Sokolska od nr 59 do końca nieparzyste.
246901;m. Katowice;Katowice;śląskie;131;1158;1045;1;Komunalny Zakład Gospodarki Mieszkaniowej Świetlica;Katowice;ul. Michała Grażyńskiego;5;;40-126;Katowice;stały;Tak;miasto;Komunalny Zakład Gospodarki Mieszkaniowej Świetlica, ul. Michała Grażyńskiego 5, 40-126 Katowice;ul.: Chorzowska od nr 1 do nr 11 nieparzyste, Bolesława Czerwińskiego, Michała Grażyńskiego od nr 2 do nr 18 parzyste, od nr 5 do nr 13A nieparzyste, Aleja Wojciecha Korfantego od nr 34 do nr 48 parzyste, Gustawa Morcinka od nr 1 do nr 17A nieparzyste, Sokolska od nr 43 do nr 57 nieparzyste
246901;m. Katowice;Katowice;śląskie;132;1953;1686;2;Miejska Biblioteka Publiczna, Filia nr 11;Katowice;ul. Michała Grażyńskiego;47;;40-126;Katowice;stały;Tak;miasto;Miejska Biblioteka Publiczna, Filia nr 11, ul. Michała Grażyńskiego 47, 40-126 Katowice;ul.: Park Alojzego Budnioka, Chorzowska od nr 13 do nr 69 nieparzyste, Xawerego Dunikowskiego, Michała Grażyńskiego od nr 20 do końca parzyste, od nr 15 do końca nieparzyste, Gustawa Morcinka od nr 19 do końca nieparzyste, Stefana Okrzei, Piłkarska, Sokolska od nr 46 do końca parzyste, Jana Nepomucena Stęślickiego.
246901;m. Katowice;Katowice;śląskie;133;1678;1531;0;Zespół Szkolno-Przedszkolny nr 17;Katowice;ul. Ordona;3D;;40-164;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 17, ul. Ordona 3D, 40-164 Katowice;ul.: Plac Gwarków, Jerzego Haralda, Katowicka od nr 52 do końca parzyste, od nr 37 do końca nieparzyste, Plac Wojciecha Kilara, Aleja Wojciecha Korfantego od nr 35 do nr 63 nieparzyste, Olimpijska nr parzyste, Ordona, Aleja Walentego Roździeńskiego nr 1A, 1B, Sławomira Skrzypka, Plac Sławika i Antalla.
246901;m. Katowice;Katowice;śląskie;134;1416;1218;2;IV Liceum Ogólnokształcące;Katowice;ul. Katowicka;54;;40-165;Katowice;stały;Nie;miasto;IV Liceum Ogólnokształcące, ul. Katowicka 54, 40-165 Katowice;ul.: Brzozowa nr parzyste, Cedrowa, Grabowa, Jesionowa nr nieparzyste, Kaktusów, Klonowa, Aleja Wojciecha Korfantego od nr 65 do nr 105 nieparzyste, Morwowa, Osikowa, Topolowa, Wierzbowa.
246901;m. Katowice;Katowice;śląskie;135;1338;1120;0;IV Liceum Ogólnokształcące;Katowice;ul. Katowicka;54;;40-165;Katowice;stały;Nie;miasto;IV Liceum Ogólnokształcące, ul. Katowicka 54, 40-165 Katowice;ul.: Brzozowa nr nieparzyste, Henryka Mikołaja Góreckiego, Górna, Karola Hoppego, Katowicka od nr 1 do nr 35A nieparzyste, od nr 2 do nr 50A parzyste, Olimpijska nr nieparzyste, Krzysztofa Pendereckiego.
246901;m. Katowice;Katowice;śląskie;136;1242;1079;2;IV Liceum Ogólnokształcące;Katowice;ul. Katowicka;54;;40-165;Katowice;stały;Nie;miasto;IV Liceum Ogólnokształcące, ul. Katowicka 54, 40-165 Katowice;ul: Modrzewiowa, Wiązowa.
246901;m. Katowice;Katowice;śląskie;137;2181;1851;0;Miejska Biblioteka Publiczna Filia nr 16;Katowice;ul. Wincentego Wajdy;21;;40-175;Katowice;stały;Tak;miasto;Miejska Biblioteka Publiczna Filia nr 16, ul. Wincentego Wajdy 21, 40-175 Katowice;ul.: ks. Franciszka Blachnickiego, Karoliny, Ludwika, Na Obrzeżu, Wincentego Wajdy, Plac Wincentego Wajdy.
246901;m. Katowice;Katowice;śląskie;138;1880;1520;3;Szkoła Podstawowa nr 39 Specjalna;Katowice;ul. ks. Franciszka Ścigały;17;;40-208;Katowice;stały;Tak;miasto;Szkoła Podstawowa nr 39 Specjalna, ul. ks. Franciszka Ścigały 17, 40-208 Katowice;ul.: ks. Norberta Bończyka, Ignacego Kraszewskiego, Leopolda Markiefki od nr 84 do końca parzyste, Krzysztofa Mieroszewskiego, Nadgórników, Park Bogucki, Sandomierska, ks. Franciszka Ścigały.
246901;m. Katowice;Katowice;śląskie;139;1407;1172;0;"Miejski Dom Kultury ""Bogucice-Zawodzie""";Katowice;ul. Leopolda Markiefki;44A;;40-213;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Bogucice-Zawodzie"", ul. Leopolda Markiefki 44A, 40-213 Katowice";ul.: Tadeusza Dobrowolskiego, Grabonia, Zofii Koniarkowej, Kopalniana, Kowalska, Krakusa, Kręta, Leopolda Markiefki od nr 2 do nr 82 parzyste, nr nieparzyste, Plac Ojca Józefa Nieborowskiego, Nowa, Piotra, Aleja Walentego Roździeńskiego od nr 7 do nr 93A nieparzyste, Ryszarda, Sztygarska, Węglana, Bruno Żogały.
246901;m. Katowice;Katowice;śląskie;140;1990;1606;0;Zespół Szkolno-Przedszkolny nr 4;Katowice;ul. W. Wróblewskiego;42 - 44;;40-214;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 4, ul. W. Wróblewskiego 42 - 44, 40-214 Katowice;ul.: Chrześcijan Baptystów, Leopolda, Łużycka, Morawska, Normy, Nowotarska, Podhalańska, Puławska, Słowiańska, Wiślana, Wrocławska, W. Wróblewskiego, Zakopiańska
246901;m. Katowice;Katowice;śląskie;141;1972;1625;2;Zespół Szkolno-Przedszkolny nr 19;Katowice;ul. Słowiańska;1;;40-216;Katowice;stały;Nie;miasto;Zespół Szkolno-Przedszkolny nr 19, ul. Słowiańska 1, 40-216 Katowice;ul: Karpacka, Kujawska, Kurpiowska, Lubuska
246901;m. Katowice;Katowice;śląskie;142;1243;1065;0;Zespół Szkolno-Przedszkolny nr 5;Katowice;al. Aleja Walentego Roździeńskiego;82;;40-203;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 5, al. Aleja Walentego Roździeńskiego 82, 40-203 Katowice;ul.: Aleja Walentego Roździeńskiego nr 82 , 86, 86A, 88, 90.
246901;m. Katowice;Katowice;śląskie;143;980;856;0;Zespół Szkolno-Przedszkolny nr 5;Katowice;al. Aleja Walentego Roździeńskiego;82;;40-203;Katowice;stały;Tak;miasto;Zespół Szkolno-Przedszkolny nr 5, al. Aleja Walentego Roździeńskiego 82, 40-203 Katowice;ul.: Aleja Walentego Roździeńskiego nr 96, 98, 100.
246901;m. Katowice;Katowice;śląskie;144;1295;1091;0;X Liceum Ogólnokształcące;Katowice;ul. Karola Miarki;6;;40-224;Katowice;stały;Tak;miasto;X Liceum Ogólnokształcące, ul. Karola Miarki 6, 40-224 Katowice;ul.: 1 Maja od nr 1 do nr 53E, Akademicka, Bogucicka, Stefana Czarnieckiego, Bronisława Czecha, Drzewna, Długa, Jerzego Dudy-Gracza, Floriana od nr 1 do nr 5, Graniczna nr 8, od nr 11 do nr 15 nieparzyste, Karola, Władysława Łokietka, Karola Miarki, Nad Potokiem, Ignacego Paderewskiego od nr 1 do nr 6, Mikołaja Reja, Tadeusza Rejtana.
246901;m. Katowice;Katowice;śląskie;145;2283;1923;1;Zespół Szkół nr 1;Katowice;ul. Stanisława Staszica;2;;40-230;Katowice;stały;Nie;miasto;Zespół Szkół nr 1, ul. Stanisława Staszica 2, 40-230 Katowice;ul. 1 Maja od nr 55 do nr 93C nieparzyste, Bagienna nr 2, Bohaterów Monte Cassino, Gabriela Hałubki, Piaskowa, Aleja Walentego Roździeńskiego od nr 102 do nr 188H parzyste, Stanisława Staszica, Waleriana.
246901;m. Katowice;Katowice;śląskie;146;1169;1050;0;Zespół Szkół nr 1;Katowice;ul. Stanisława Staszica;2;;40-230;Katowice;stały;Nie;miasto;Zespół Szkół nr 1, ul. Stanisława Staszica 2, 40-230 Katowice;ul.: 1 Maja od nr 88 do nr 148 parzyste, Cynkowa, Hutnicza, Murckowska nr 5A, Piotra Niedurnego, Porcelanowa, Racławicka, Stanisława Żółkiewskiego.
246901;m. Katowice;Katowice;śląskie;147;1150;986;0;"Miejski Dom Kultury ""Bogucice-Zawodzie""";Katowice;ul. Karola Marcinkowskiego;13;;40-233;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Bogucice-Zawodzie"", ul. Karola Marcinkowskiego 13, 40-233 Katowice";ul.: 1 Maja od nr 150 do końca parzyste, od nr 95 do końca nieparzyste, Braci Stawowych, Burowiecka, Pawła Chromika, Łączna.
246901;m. Katowice;Katowice;śląskie;148;1513;1262;0;"Miejski Dom Kultury ""Bogucice-Zawodzie""";Katowice;ul. Karola Marcinkowskiego;13;;40-233;Katowice;stały;Tak;miasto;"Miejski Dom Kultury ""Bogucice-Zawodzie"", ul. Karola Marcinkowskiego 13, 40-233 Katowice";ul.: Karola Marcinkowskiego, Saint Etienne, Szeroka, Stanisława Wyspiańskiego.
246901;m. Katowice;Katowice;śląskie;149;0;81;0;"Dom Pomocy Społecznej ""Przystań""";Katowice;ul. Ks. bpa Stanisława Adamskiego;22;;40-069;Katowice;dom pomocy społecznej;Nie;miasto;"Dom Pomocy Społecznej ""Przystań"", ul. Ks. bpa Stanisława Adamskiego 22, 40-069 Katowice";"Dom Pomocy Społecznej ""Przystań"", ul. Ks. bpa Stanisława Adamskiego 22"
246901;m. Katowice;Katowice;śląskie;150;0;91;0;"Dom Pomocy Społecznej ""Zacisze""";Katowice;ul. Traktorzystów;42;;40-695;Katowice;dom pomocy społecznej;Nie;miasto;"Dom Pomocy Społecznej ""Zacisze"", ul. Traktorzystów 42, 40-695 Katowice";"Dom Pomocy Społecznej ""Zacisze"", ul. Traktorzystów 42"
246901;m. Katowice;Katowice;śląskie;151;0;182;0;"""Senior Residence"" Dom Pomocy Społecznej";Katowice;ul. Pijarska;4;;40-750;Katowice;dom pomocy społecznej;Nie;miasto;"""Senior Residence"" Dom Pomocy Społecznej, ul. Pijarska 4, 40-750 Katowice";"""Senior Residence"" Dom Pomocy Społecznej, ul. Pijarska 4; Placówka świadcząca całodobową opiekę, ul. Franciszka Zabłockiego 26"
246901;m. Katowice;Katowice;śląskie;152;0;337;0;Areszt Śledczy Katowice;Katowice;ul. Mikołowska;10A;;40-067;Katowice;areszt śledczy;Nie;miasto;Areszt Śledczy Katowice, ul. Mikołowska 10A, 40-067 Katowice;Areszt Śledczy, ul. Mikołowska 10A
246901;m. Katowice;Katowice;śląskie;153;0;102;0;Zakład Opieki Zdrowotnej;Katowice;ul. Wita Stwosza;39-41;;40-042;Katowice;zakład leczniczy;Nie;miasto;Zakład Opieki Zdrowotnej, ul. Wita Stwosza 39-41, 40-042 Katowice;Zakład Opieki Zdrowotnej, ul. Wita Stwosza 39-41
246901;m. Katowice;Katowice;śląskie;154;0;88;0;Szpital;Katowice;ul. Władysława Stanisława Reymonta;8;;40-029;Katowice (wejście od ulicy Henryka Dąbrowskiego);zakład leczniczy;Nie;miasto;Szpital, Katowice ul. Władysława Stanisława Reymonta 8, 40-029 Katowice (wejście od ulicy Henryka Dąbrowskiego);Szpital, ul. Francuska 20-24
246901;m. Katowice;Katowice;śląskie;155;0;92;0;Szpital;Katowice;ul. Alfreda Sokołowskiego;2;;40-749;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Alfreda Sokołowskiego 2, 40-749 Katowice;Szpital, ul. Alfreda Sokołowskiego 2
246901;m. Katowice;Katowice;śląskie;156;0;249;0;Szpital;Katowice;ul. Ziołowa;45;;40-635;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Ziołowa 45, 40-635 Katowice;Szpital, ul. Ziołowa 45
246901;m. Katowice;Katowice;śląskie;157;0;257;0;Szpital;Katowice;ul. Medyków;14;;40-752;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Medyków 14, 40-752 Katowice;Szpital, ul. Medyków 14
246901;m. Katowice;Katowice;śląskie;158;0;26;0;Szpital;Katowice;ul. Leopolda Markiefki;87;;40-211;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Leopolda Markiefki 87, 40-211 Katowice;Szpital, ul. Leopolda Markiefki 87
246901;m. Katowice;Katowice;śląskie;159;0;163;0;Szpital;Katowice;ul. dr Janusza Korczaka;27;;40-340;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. dr Janusza Korczaka 27, 40-340 Katowice;Szpital, ul. dr Janusza Korczaka 27
246901;m. Katowice;Katowice;śląskie;160;0;46;0;Szpital;Katowice;ul. Raciborska;27;;40-074;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Raciborska 27, 40-074 Katowice;Szpital, ul. Raciborska 27
246901;m. Katowice;Katowice;śląskie;161;0;45;0;Szpital;Katowice;ul. Strzelecka;9;;40-073;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Strzelecka 9, 40-073 Katowice;Szpital, ul. Strzelecka 9
246901;m. Katowice;Katowice;śląskie;162;0;54;0;Szpital;Katowice;ul. Józefowska;119;;40-145;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Józefowska 119, 40-145 Katowice;Szpital, ul. Józefowska 119
246901;m. Katowice;Katowice;śląskie;163;0;15;0;Szpital;Katowice;ul. Warszawska;52;;40-008;Katowice;zakład leczniczy;Nie;miasto;Szpital, ul. Warszawska 52, 40-008 Katowice;Szpital, ul. Warszawska 52
